-1.882781848810278 -0.09945122655936099+0.05246143049551855i
-0.09945122655936099-0.05246143049551855i 0.7472564332340329
-1.714712156985875 -0.09255620326863812+0.04350487706891352i
-0.09255620326863812-0.04350487706891352i 0.6256461321111867
-1.306591597456278 0.08415088902618073-0.03621599422324337i
0.08415088902618073+0.03621599422324337i 0.5906172319621035
-1.405322022786353 0.0509157550221056-0.02641716053799045i
0.0509157550221056+0.02641716053799045i 0.9830274526050133
-0.08066622559586818 -0.120684933380024+0.051949428843059i
-0.120684933380024-0.051949428843059i 1.439225238241898
0.04769578376182018 -0.1418216220708153-0.08077561918070418i
-0.1418216220708153+0.08077561918070418i 0.1852620322960508
0.6463414976848663 0.08262271653115295+0.1394048739606076i
0.08262271653115295-0.1394048739606076i 2.159950997660861
0.8939622265900322 0.0921466794143757-0.1264176112036397i
0.0921466794143757+0.1264176112036397i 0.7352915805488127
1.743620428908513 -0.1417513436566595+0.05401938648399033i
-0.1417513436566595-0.05401938648399033i 0.2757769646040216
1.717009611781315 0.2067311739946834-0.04931142212889443i
0.2067311739946834+0.04931142212889443i -0.4472816746032692
0.4872898249705371 0.1203129936126163-0.07764492100115759i
0.1203129936126163+0.07764492100115759i -0.5118715972433056
0.4780645987138719 -0.2372641146409262+0.03630069001277246i
-0.2372641146409262-0.03630069001277246i -1.272265480202753
0.1907167069720532 0.0837521744999347+0.108819937573845i
0.0837521744999347-0.108819937573845i 1.905266052478111
1.145668912979678 -0.1627661317316048+0.09371469023064342i
-0.1627661317316048-0.09371469023064342i 1.653733119089779
0.7113375338944082 0.1474937801187828-0.0992891641144389i
0.1474937801187828+0.0992891641144389i 0.6652617684932549
1.796430309886176 -0.1107929277073277-0.1406607557169752i
-0.1107929277073277+0.1406607557169752i 0.233264928777739
-1.345965733161579 0.02286307447913452+0.08648638521883888i
0.02286307447913452-0.08648638521883888i 0.0003758729023076745
-1.005130224521763 0.05096778086867301+0.07257187705741765i
0.05096778086867301-0.07257187705741765i 0.4651049227221191
-2.132795962217468 -0.02146051661729335-0.04223033647334286i
-0.02146051661729335+0.04223033647334286i 0.4120603919554484
-1.56098300329585 -0.08966958832218916-0.08827743825360652i
-0.08966958832218916+0.08827743825360652i 0.4009149103486562
0.08678385892419825 0.05457991787658739+0.1108452907986746i
0.05457991787658739-0.1108452907986746i -1.430986487508628
1.192404461289368 -0.04986417152945316-0.2293860934088181i
-0.04986417152945316+0.2293860934088181i -1.423069498699445
0.1048737603410007 -0.09091029777007624-0.1423172400300047i
-0.09091029777007624+0.1423172400300047i -0.2035287354754551
1.307075818971184 0.01199168867121945+0.1919817590039754i
0.01199168867121945-0.1919817590039754i -0.3235517868172753
1.310934265132426 0.1245909310362037+0.02358564068201588i
0.1245909310362037-0.02358564068201588i 0.1498848931458572
0.2207815671600377 -0.1363644678022046+0.05087850015428964i
-0.1363644678022046-0.05087850015428964i 0.4156749020365784
1.287938874801829 -0.1323095997005931-0.002837626831452663i
-0.1323095997005931+0.002837626831452663i -1.004428701442096
0.2216715103086393 0.2252878470847789+0.02777584656274128i
0.2252878470847789-0.02777584656274128i -0.7027459317326958
0.2150679803931714 0.07276152156228044+0.1088574659381158i
0.07276152156228044-0.1088574659381158i -1.495192515685423
-0.5108140060904887 0.105562372004457-0.1512438697447704i
0.105562372004457+0.1512438697447704i -0.3471065048810494
1.161944696870259 0.01423737156296158-0.16421362290358i
0.01423737156296158+0.16421362290358i -1.380813993366664
0.5187105979680197 0.03829485582492963+0.1346613934368854i
0.03829485582492963-0.1346613934368854i -0.3239179686391198
-1.506261355228119 0.0577665672749987+0.05893999230271486i
0.0577665672749987-0.05893999230271486i -1.996998919477053
-1.451425026454432 -0.01011790990124193-0.03396337114508855i
-0.01011790990124193+0.03396337114508855i -1.63286492413012
-1.324227792966981 0.02163457222772561-0.00866361026102325i
0.02163457222772561+0.00866361026102325i -1.607583256102577
-2.343517592715501 -0.005861438958205414+0.01797334668382461i
-0.005861438958205414-0.01797334668382461i -0.1151715483770553
